time,pelvis_tz,pelvis_ty,pelvis_tx,pelvis_tilt,pelvis_list,pelvis_rotation,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r_translation3,knee_angle_r_translation2,knee_angle_r_translation1,knee_angle_r,knee_angle_r_rotation2,knee_angle_r_rotation3,ankle_angle_r,subtalar_angle_r,mtp_angle_r,knee_angle_r_beta_translation2,knee_angle_r_beta_translation1,knee_angle_r_beta_rotation1,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l_translation3,knee_angle_l_translation2,knee_angle_l_translation1,knee_angle_l,knee_angle_l_rotation2,knee_angle_l_rotation3,ankle_angle_l,subtalar_angle_l,mtp_angle_l,knee_angle_l_beta_translation2,knee_angle_l_beta_translation1,knee_angle_l_beta_rotation1,L5_S1_FE,L5_S1_LB,L5_S1_AR,T12_L1_FE,T12_L1_LB,T12_L1_AR,T1_head_neck_FE,T1_head_neck_LB,T1_head_neck_AR,sternoclavicular_r2_r,sternoclavicular_r3_r,unrotscap_r3_r,unrotscap_r2_r,acromioclavicular_r2_r,acromioclavicular_r3_r,acromioclavicular_r1_r,unrothum_r1_r,unrothum_r3_r,unrothum_r2_r,elv_angle_r,shoulder_elv_r,shoulder1_r2_r,shoulder_rot_r,elbow_flexion_r,pro_sup_r,deviation_r,flexion_r,wrist_hand_r1_r,wrist_hand_r3_r,sternoclavicular_r2_l,sternoclavicular_r3_l,unrotscap_r3_l,unrotscap_r2_l,acromioclavicular_r2_l,acromioclavicular_r3_l,acromioclavicular_r1_l,unrothum_r1_l,unrothum_r3_l,unrothum_r2_l,elv_angle_l,shoulder_elv_l,shoulder1_r2_l,shoulder_rot_l,elbow_flexion_l,pro_sup_l,deviation_l,flexion_l,wrist_hand_r1_l,wrist_hand_r3_l
0.75,0.033673,-0.017947,0.949014,0.018857,0.01534,0.030508,-0.207972,0.056384,-0.101045,0.000506,0.000478,0.000244,0.082762,0.006308,0.029434,0.221132,0.0,0.0,-0.014795,0.05095,0.003938,0.464574,0.012546,0.001752,-0.001637,-0.001492,0.000686,0.269328,0.018485,-0.087715,0.094438,0.0,0.0,-0.023055,0.04616,-0.065052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.081182,0.034385,-0.034385,0.081182,-0.016438,0.132843,0.059712,-0.059712,-0.132843,0.016438,-0.127658,0.33546,0.127658,0.228131,0.682084,-0.13101,0.002268,0.0,0.003074,0.0,-0.098733,0.041819,-0.041819,0.098733,-0.019991,0.161564,0.072622,-0.072622,-0.161564,0.019991,-0.789837,0.407988,0.789837,0.407407,0.506391,-0.296791,0.002268,0.0,0.003074,0.0
0.76,0.033225,-0.020859,0.961326,0.013267,0.012588,0.028279,-0.21708,0.05877,-0.100824,0.000494,0.000468,0.000238,0.080924,0.006173,0.028805,0.228113,0.0,0.0,-0.014708,0.050988,0.004262,0.457852,0.011789,0.008061,-0.0012,-0.0011,0.000527,0.195213,0.014018,-0.06586,0.091886,0.0,0.0,-0.019905,0.048288,-0.0297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.081006,0.03431,-0.03431,0.081006,-0.016402,0.132556,0.059583,-0.059583,-0.132556,0.016402,-0.102242,0.334735,0.102242,0.226198,0.688383,-0.14348,0.002269,0.0,0.003076,0.0,-0.099774,0.04226,-0.04226,0.099774,-0.020202,0.163267,0.073387,-0.073387,-0.163267,0.020202,-0.80989,0.412288,0.80989,0.396028,0.503353,-0.296559,0.002269,0.0,0.003076,0.0
0.77,0.032805,-0.023867,0.973701,0.008179,0.00988,0.025795,-0.224722,0.060817,-0.101566,0.000508,0.00048,0.000245,0.083115,0.006333,0.029555,0.236091,0.0,0.0,-0.014811,0.050943,0.003874,0.450433,0.010174,0.014258,-0.000774,-0.000719,0.000358,0.125649,0.009373,-0.043801,0.093297,0.0,0.0,-0.016786,0.050021,-0.00578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.081071,0.034338,-0.034338,0.081071,-0.016415,0.132661,0.05963,-0.05963,-0.132661,0.016415,-0.097062,0.335001,0.097062,0.218813,0.699521,-0.144593,0.002269,0.0,0.003076,0.0,-0.100663,0.042636,-0.042636,0.100663,-0.020382,0.164721,0.074041,-0.074041,-0.164721,0.020382,-0.814297,0.415961,0.814297,0.400128,0.495918,-0.296402,0.002269,0.0,0.003076,0.0
0.78,0.032252,-0.026724,0.986167,0.002523,0.008622,0.024102,-0.230428,0.061009,-0.10318,0.000536,0.000505,0.000257,0.087607,0.006661,0.031087,0.244536,0.0,0.0,-0.015022,0.050851,0.003045,0.445681,0.010366,0.019935,-0.0004,-0.000383,0.000197,0.066019,0.005072,-0.023662,0.095133,0.0,0.0,-0.014005,0.051283,0.006606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08052,0.034104,-0.034104,0.08052,-0.016304,0.13176,0.059225,-0.059225,-0.13176,0.016304,-0.065555,0.332726,0.065555,0.21259,0.698196,-0.158032,0.002271,0.0,0.003077,0.0,-0.101455,0.042971,-0.042971,0.101455,-0.020543,0.166017,0.074624,-0.074624,-0.166017,0.020543,-0.832998,0.419233,0.832998,0.392896,0.489929,-0.295032,0.002271,0.0,0.003077,0.0
0.79,0.031635,-0.029826,0.998513,-0.003602,0.006402,0.022907,-0.233979,0.062035,-0.104879,0.000582,0.000546,0.000277,0.094858,0.007187,0.033546,0.251408,0.0,0.0,-0.015361,0.050699,0.001609,0.447845,0.010028,0.02164,-0.000145,-0.000148,7.8e-05,0.025345,0.001983,-0.009257,0.095522,0.0,0.0,-0.012058,0.052017,0.0103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.080137,0.033942,-0.033942,0.080137,-0.016226,0.131134,0.058944,-0.058944,-0.131134,0.016226,-0.043735,0.331144,0.043735,0.20676,0.70065,-0.167938,0.002272,0.0,0.003079,0.0,-0.102065,0.04323,-0.04323,0.102065,-0.020666,0.167015,0.075072,-0.075072,-0.167015,0.020666,-0.841516,0.421754,0.841516,0.39323,0.481126,-0.289959,0.002272,0.0,0.003079,0.0
0.8,0.030847,-0.032852,1.010797,-0.009758,0.00446,0.02227,-0.23637,0.062102,-0.109274,0.000643,0.000601,0.000303,0.104635,0.007889,0.036836,0.263045,0.0,0.0,-0.015816,0.05049,-0.000512,0.458924,0.010903,0.014664,-5.9e-05,-6.9e-05,3.6e-05,0.011735,0.000924,-0.004313,0.102161,0.0,0.0,-0.011399,0.052238,0.010616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079878,0.033833,-0.033833,0.079878,-0.016174,0.13071,0.058753,-0.058753,-0.13071,0.016174,-0.040603,0.330074,0.040603,0.203836,0.707329,-0.168183,0.002272,0.0,0.003079,0.0,-0.102757,0.043523,-0.043523,0.102757,-0.020806,0.168147,0.075581,-0.075581,-0.168147,0.020806,-0.844607,0.424613,0.844607,0.395821,0.472768,-0.290167,0.002272,0.0,0.003079,0.0
0.81,0.030114,-0.035536,1.0234,-0.013803,0.004415,0.020158,-0.239056,0.059718,-0.110679,0.00073,0.00068,0.00034,0.118572,0.008877,0.041472,0.272955,0.0,0.0,-0.016461,0.050182,-0.0039,0.467866,0.013415,0.008875,-5e-05,-6e-05,3.2e-05,0.010224,0.000805,-0.00376,0.116134,0.0,0.0,-0.011326,0.052262,0.010622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079194,0.033543,-0.033543,0.079194,-0.016035,0.12959,0.05825,-0.05825,-0.12959,0.016035,-0.007852,0.327245,0.007852,0.193881,0.701647,-0.174855,0.002273,0.0,0.00308,0.0,-0.10294,0.0436,-0.0436,0.10294,-0.020843,0.168447,0.075716,-0.075716,-0.168447,0.020843,-0.856096,0.425369,0.856096,0.397223,0.464143,-0.289581,0.002273,0.0,0.00308,0.0
0.82,0.029291,-0.037643,1.03631,-0.014513,0.006192,0.018632,-0.245342,0.055198,-0.113233,0.000822,0.000762,0.000378,0.133385,0.00991,0.04633,0.278304,0.0,0.0,-0.01714,0.049841,-0.007957,0.471431,0.018144,0.007099,-7.6e-05,-8.5e-05,4.5e-05,0.014506,0.00114,-0.005324,0.112782,0.0,0.0,-0.011534,0.052194,0.01059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.078399,0.033206,-0.033206,0.078399,-0.015874,0.128289,0.057665,-0.057665,-0.128289,0.015874,0.011057,0.32396,-0.011057,0.190644,0.699946,-0.180092,0.002273,0.0,0.003081,0.0,-0.103585,0.043874,-0.043874,0.103585,-0.020974,0.169503,0.07619,-0.07619,-0.169503,0.020974,-0.86487,0.428035,0.86487,0.395076,0.458092,-0.290968,0.002273,0.0,0.003081,0.0
0.83,0.028412,-0.039429,1.049559,-0.014023,0.009478,0.015656,-0.251309,0.048019,-0.114664,0.00093,0.000859,0.000422,0.150904,0.011107,0.051986,0.283292,0.0,0.0,-0.017935,0.049423,-0.013346,0.475162,0.02328,0.010185,-0.000192,-0.000192,0.000101,0.032914,0.002567,-0.011979,0.106437,0.0,0.0,-0.012423,0.051888,0.00992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.077645,0.032887,-0.032887,0.077645,-0.015721,0.127055,0.05711,-0.05711,-0.127055,0.015721,0.032686,0.320845,-0.032686,0.187706,0.69716,-0.191258,0.002274,0.0,0.003082,0.0,-0.104058,0.044074,-0.044074,0.104058,-0.02107,0.170277,0.076538,-0.076538,-0.170277,0.02107,-0.874112,0.429989,0.874112,0.390362,0.453998,-0.288637,0.002274,0.0,0.003082,0.0
0.84,0.027397,-0.040859,1.062776,-0.010553,0.012683,0.015018,-0.26091,0.041707,-0.115285,0.001033,0.000951,0.000463,0.167711,0.012232,0.057321,0.283427,0.0,0.0,-0.01869,0.049005,-0.0191,0.47937,0.02901,0.013224,-0.000406,-0.000387,0.000199,0.06685,0.005134,-0.023951,0.10469,0.0,0.0,-0.014044,0.051267,0.006489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076982,0.032606,-0.032606,0.076982,-0.015587,0.125971,0.056623,-0.056623,-0.125971,0.015587,0.03365,0.318108,-0.03365,0.185229,0.697177,-0.192047,0.002274,0.0,0.003082,0.0,-0.104215,0.04414,-0.04414,0.104215,-0.021101,0.170534,0.076654,-0.076654,-0.170534,0.021101,-0.876616,0.430638,0.876616,0.391628,0.446029,-0.289089,0.002274,0.0,0.003082,0.0
0.85,0.026406,-0.042281,1.076299,-0.008116,0.015712,0.01336,-0.26682,0.034152,-0.121703,0.001165,0.001069,0.000514,0.189409,0.013646,0.064077,0.285117,0.0,0.0,-0.019651,0.048442,-0.027344,0.485252,0.034327,0.021648,-0.000681,-0.000636,0.000319,0.110813,0.008329,-0.038898,0.115245,0.0,0.0,-0.016103,0.050355,-0.001962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076651,0.032466,-0.032466,0.076651,-0.01552,0.125429,0.056379,-0.056379,-0.125429,0.01552,0.034677,0.316738,-0.034677,0.181006,0.693707,-0.192759,0.002274,0.0,0.003082,0.0,-0.104159,0.044117,-0.044117,0.104159,-0.02109,0.170442,0.076612,-0.076612,-0.170442,0.02109,-0.879123,0.430406,0.879123,0.393509,0.440194,-0.289125,0.002274,0.0,0.003082,0.0
0.86,0.025216,-0.043327,1.090227,-0.003603,0.018647,0.012408,-0.275044,0.026805,-0.126509,0.001298,0.001187,0.000564,0.211514,0.015044,0.07081,0.27999,0.0,0.0,-0.020614,0.047844,-0.036651,0.486232,0.040521,0.032797,-0.000958,-0.000883,0.000433,0.155407,0.011411,-0.053424,0.127417,0.0,0.0,-0.018138,0.049312,-0.014832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075905,0.03215,-0.03215,0.075905,-0.015369,0.124208,0.05583,-0.05583,-0.124208,0.015369,0.034915,0.313654,-0.034915,0.178416,0.691077,-0.1932,0.002274,0.0,0.003082,0.0,-0.104158,0.044116,-0.044116,0.104158,-0.02109,0.17044,0.076611,-0.076611,-0.17044,0.02109,-0.881523,0.430401,0.881523,0.395384,0.43399,-0.289232,0.002274,0.0,0.003082,0.0
0.87,0.024004,-0.04425,1.104465,0.000663,0.021571,0.011041,-0.282294,0.018803,-0.132777,0.001435,0.00131,0.000614,0.234636,0.016458,0.077692,0.269868,0.0,0.0,-0.021605,0.04719,-0.047327,0.486108,0.046859,0.042415,-0.001183,-0.001085,0.000521,0.19241,0.013839,-0.065,0.132036,0.0,0.0,-0.019782,0.048363,-0.028554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075451,0.031957,-0.031957,0.075451,-0.015277,0.123465,0.055496,-0.055496,-0.123465,0.015277,0.034534,0.311778,-0.034534,0.176633,0.687182,-0.193597,0.002274,0.0,0.003082,0.0,-0.104011,0.044054,-0.044054,0.104011,-0.02106,0.1702,0.076503,-0.076503,-0.1702,0.02106,-0.883078,0.429795,0.883078,0.396924,0.431095,-0.289175,0.002274,0.0,0.003082,0.0
0.88,0.022704,-0.044735,1.118863,0.006099,0.026191,0.007467,-0.289493,0.008201,-0.132139,0.001588,0.001448,0.000669,0.260905,0.018004,0.085314,0.257289,0.0,0.0,-0.022707,0.046416,-0.060566,0.479724,0.054851,0.051203,-0.001347,-0.001231,0.000582,0.21965,0.015548,-0.073251,0.135401,0.0,0.0,-0.020965,0.047617,-0.040301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.074951,0.031746,-0.031746,0.074951,-0.015176,0.122647,0.055129,-0.055129,-0.122647,0.015176,0.033796,0.309712,-0.033796,0.174295,0.683285,-0.194003,0.002274,0.0,0.003082,0.0,-0.103829,0.043977,-0.043977,0.103829,-0.021023,0.169903,0.07637,-0.07637,-0.169903,0.021023,-0.885203,0.429045,0.885203,0.398916,0.428792,-0.289089,0.002274,0.0,0.003082,0.0
0.89,0.021312,-0.045237,1.133551,0.008546,0.030656,0.005074,-0.290988,-0.003039,-0.137583,0.001758,0.001603,0.000729,0.290758,0.01968,0.093726,0.242187,0.0,0.0,-0.02393,0.045495,-0.07697,0.47524,0.062215,0.059362,-0.001435,-0.00131,0.000614,0.234625,0.016458,-0.077689,0.106804,0.0,0.0,-0.021604,0.04719,-0.047322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.074542,0.031572,-0.031572,0.074542,-0.015093,0.121978,0.054828,-0.054828,-0.121978,0.015093,0.032089,0.308023,-0.032089,0.172125,0.677217,-0.194443,0.002274,0.0,0.003082,0.0,-0.10359,0.043876,-0.043876,0.10359,-0.020975,0.169511,0.076194,-0.076194,-0.169511,0.020975,-0.887852,0.428055,0.887852,0.401431,0.429386,-0.288669,0.002274,0.0,0.003082,0.0
0.9,0.019973,-0.045397,1.148278,0.008339,0.035621,0.000745,-0.28618,-0.016038,-0.140292,0.001944,0.001775,0.000791,0.324393,0.021462,0.102887,0.222021,0.0,0.0,-0.025267,0.044409,-0.097073,0.465011,0.067971,0.061473,-0.001415,-0.001293,0.000607,0.231263,0.016255,-0.076699,0.052141,0.0,0.0,-0.021461,0.047287,-0.045712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.074098,0.031384,-0.031384,0.074098,-0.015003,0.121251,0.054501,-0.054501,-0.121251,0.015003,0.02935,0.306188,-0.02935,0.170188,0.669376,-0.194911,0.002274,0.0,0.003082,0.0,-0.103417,0.043802,-0.043802,0.103417,-0.02094,0.169227,0.076066,-0.076066,-0.169227,0.02094,-0.890604,0.427339,0.890604,0.403736,0.429847,-0.2882,0.002274,0.0,0.003082,0.0
0.91,0.018797,-0.045579,1.163224,0.004888,0.038506,-0.004109,-0.275379,-0.02706,-0.141688,0.002142,0.001963,0.000857,0.361866,0.023313,0.112709,0.198887,0.0,0.0,-0.026703,0.043142,-0.121349,0.457462,0.069513,0.056927,-0.001409,-0.001286,0.000605,0.230114,0.016186,-0.076359,0.003051,0.0,0.0,-0.021412,0.04732,-0.045165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.073638,0.031189,-0.031189,0.073638,-0.01491,0.120498,0.054163,-0.054163,-0.120498,0.01491,0.025364,0.304286,-0.025364,0.168232,0.66077,-0.195431,0.002274,0.0,0.003082,0.0,-0.103141,0.043685,-0.043685,0.103141,-0.020884,0.168776,0.075864,-0.075864,-0.168776,0.020884,-0.893822,0.4262,0.893822,0.40573,0.431569,-0.287766,0.002274,0.0,0.003082,0.0
0.92,0.017786,-0.045355,1.178257,0.002881,0.041193,-0.01171,-0.261851,-0.039219,-0.139977,0.002359,0.002174,0.000926,0.404819,0.025256,0.123476,0.170899,0.0,0.0,-0.028277,0.04162,-0.151403,0.448062,0.069086,0.045104,-0.001427,-0.001303,0.000611,0.233181,0.016371,-0.077264,-0.02764,0.0,0.0,-0.021543,0.047232,-0.046628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.074459,0.031537,-0.031537,0.074459,-0.015076,0.121842,0.054767,-0.054767,-0.121842,0.015076,0.000202,0.30768,-0.000202,0.16846,0.661475,-0.194371,0.002274,0.0,0.003083,0.0,-0.101885,0.043154,-0.043154,0.101885,-0.02063,0.166721,0.07494,-0.07494,-0.166721,0.02063,-0.904128,0.42101,0.904128,0.399007,0.436029,-0.287893,0.002274,0.0,0.003083,0.0
0.93,0.016575,-0.045179,1.193136,0.001159,0.042323,-0.017185,-0.245372,-0.050247,-0.142552,0.002582,0.002401,0.000995,0.452148,0.027171,0.134747,0.13977,0.0,0.0,-0.029919,0.039863,-0.186999,0.443086,0.067993,0.031062,-0.001501,-0.001369,0.000638,0.245828,0.017125,-0.080965,-0.045997,0.0,0.0,-0.022077,0.046864,-0.052826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.073922,0.03131,-0.03131,0.073922,-0.014968,0.120964,0.054372,-0.054372,-0.120964,0.014968,-0.002781,0.305463,0.002781,0.16874,0.651596,-0.194814,0.002274,0.0,0.003083,0.0,-0.101387,0.042943,-0.042943,0.101387,-0.020529,0.165907,0.074574,-0.074574,-0.165907,0.020529,-0.905309,0.418955,0.905309,0.40086,0.436183,-0.287634,0.002274,0.0,0.003083,0.0
0.94,0.01555,-0.044805,1.207951,-0.000505,0.044537,-0.024317,-0.224654,-0.063816,-0.14376,0.002809,0.002647,0.001064,0.504751,0.029017,0.146563,0.102928,0.0,0.0,-0.031623,0.037821,-0.229256,0.441618,0.067551,0.01201,-0.001614,-0.001472,0.000679,0.265456,0.018265,-0.086614,-0.060273,0.0,0.0,-0.022896,0.046278,-0.062976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.073369,0.031075,-0.031075,0.073369,-0.014856,0.120058,0.053965,-0.053965,-0.120058,0.014856,-0.006681,0.303176,0.006681,0.169426,0.639814,-0.195221,0.002275,0.0,0.003083,0.0,-0.100691,0.042648,-0.042648,0.100691,-0.020388,0.164767,0.074061,-0.074061,-0.164767,0.020388,-0.906161,0.416075,0.906161,0.402295,0.438162,-0.287417,0.002275,0.0,0.003083,0.0
0.95,0.014004,-0.044086,1.222576,-0.000645,0.046695,-0.026944,-0.202507,-0.077275,-0.148621,0.003024,0.002901,0.001128,0.560528,0.030645,0.158298,0.057769,0.0,0.0,-0.033285,0.035564,-0.276735,0.440625,0.069852,0.000707,-0.001744,-0.001591,0.000724,0.288277,0.019544,-0.093037,-0.065418,0.0,0.0,-0.023829,0.045573,-0.075553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.073059,0.030944,-0.030944,0.073059,-0.014793,0.119551,0.053737,-0.053737,-0.119551,0.014793,-0.011132,0.301896,0.011132,0.170824,0.628228,-0.195575,0.002275,0.0,0.003083,0.0,-0.099933,0.042327,-0.042327,0.099933,-0.020234,0.163527,0.073504,-0.073504,-0.163527,0.020234,-0.905831,0.412945,0.905831,0.40234,0.441311,-0.287414,0.002275,0.0,0.003083,0.0
0.96,0.012072,-0.043227,1.236737,-0.00153,0.051133,-0.028405,-0.174989,-0.094069,-0.151495,0.003226,0.003168,0.001188,0.621404,0.032033,0.170204,0.00856,0.0,0.0,-0.034923,0.033007,-0.331189,0.442163,0.077117,0.000646,-0.001902,-0.001737,0.000778,0.316821,0.021071,-0.100854,-0.055591,0.0,0.0,-0.024969,0.044658,-0.092403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.072496,0.030706,-0.030706,0.072496,-0.014679,0.11863,0.053323,-0.053323,-0.11863,0.014679,-0.017559,0.299568,0.017559,0.173636,0.615981,-0.195574,0.002275,0.0,0.003083,0.0,-0.099183,0.042009,-0.042009,0.099183,-0.020083,0.1623,0.072953,-0.072953,-0.1623,0.020083,-0.90479,0.409847,0.90479,0.401722,0.443473,-0.287442,0.002275,0.0,0.003083,0.0
0.97,0.009934,-0.042024,1.250685,-2.8e-05,0.0584,-0.02872,-0.146885,-0.114892,-0.154694,0.003399,0.003438,0.001241,0.685021,0.03305,0.181676,-0.047086,0.0,0.0,-0.036431,0.030246,-0.390479,0.439811,0.088962,0.005807,-0.00205,-0.001875,0.000827,0.344278,0.022462,-0.108149,-0.032739,0.0,0.0,-0.026036,0.043744,-0.109719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.073081,0.030954,-0.030954,0.073081,-0.014797,0.119588,0.053754,-0.053754,-0.119588,0.014797,-0.061237,0.301987,0.061237,0.178718,0.615584,-0.191035,0.002275,0.0,0.003084,0.0,-0.097521,0.041305,-0.041305,0.097521,-0.019746,0.15958,0.07173,-0.07173,-0.15958,0.019746,-0.891504,0.402977,0.891504,0.407031,0.444865,-0.290305,0.002275,0.0,0.003084,0.0
0.98,0.007595,-0.040658,1.264103,0.002905,0.066618,-0.025001,-0.117868,-0.13485,-0.156234,0.003535,0.003709,0.001286,0.751569,0.033645,0.192656,-0.101835,0.0,0.0,-0.037779,0.027279,-0.454522,0.434336,0.104185,0.017775,-0.002178,-0.001998,0.000868,0.368823,0.023641,-0.114488,-0.009201,0.0,0.0,-0.026963,0.042901,-0.126061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.072378,0.030656,-0.030656,0.072378,-0.014655,0.118437,0.053237,-0.053237,-0.118437,0.014655,-0.065429,0.299082,0.065429,0.179863,0.602128,-0.191407,0.002275,0.0,0.003084,0.0,-0.096602,0.040916,-0.040916,0.096602,-0.01956,0.158077,0.071054,-0.071054,-0.158077,0.01956,-0.890016,0.399182,0.890016,0.406814,0.44741,-0.290541,0.002275,0.0,0.003084,0.0
0.99,0.005397,-0.039238,1.27714,0.006277,0.073811,-0.021832,-0.089244,-0.15305,-0.155104,0.003619,0.003953,0.001321,0.814162,0.033776,0.202073,-0.163562,0.0,0.0,-0.038828,0.024432,-0.516147,0.42536,0.117492,0.027123,-0.002273,-0.002089,0.000898,0.387367,0.02449,-0.119164,0.017549,0.0,0.0,-0.027647,0.042247,-0.138919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.071861,0.030437,-0.030437,0.071861,-0.01455,0.117592,0.052857,-0.052857,-0.117592,0.01455,-0.092184,0.296947,0.092184,0.181909,0.594191,-0.182066,0.002276,0.0,0.003085,0.0,-0.095611,0.040496,-0.040496,0.095611,-0.019359,0.156455,0.070326,-0.070326,-0.156455,0.019359,-0.864208,0.395087,0.864208,0.424683,0.451269,-0.298147,0.002276,0.0,0.003085,0.0
1.0,0.003246,-0.037698,1.289622,0.010484,0.07935,-0.017563,-0.059124,-0.168683,-0.153098,0.003661,0.004191,0.001348,0.877474,0.0335,0.210736,-0.221348,0.0,0.0,-0.03967,0.021513,-0.579415,0.414718,0.12781,0.02926,-0.002347,-0.002162,0.000922,0.402293,0.025147,-0.122857,0.03929,0.0,0.0,-0.028187,0.041712,-0.149574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.071323,0.030209,-0.030209,0.071323,-0.014441,0.11671,0.05246,-0.05246,-0.11671,0.014441,-0.096615,0.29472,0.096615,0.184272,0.57928,-0.182044,0.002276,0.0,0.003085,0.0,-0.09424,0.039915,-0.039915,0.09424,-0.019082,0.154211,0.069317,-0.069317,-0.154211,0.019082,-0.860581,0.389419,0.860581,0.423261,0.455419,-0.298647,0.002276,0.0,0.003085,0.0
1.01,0.001213,-0.03613,1.302067,0.016436,0.086945,-0.015337,-0.029332,-0.187263,-0.151294,0.00366,0.004411,0.001368,0.93883,0.032857,0.218342,-0.266025,0.0,0.0,-0.040273,0.018661,-0.641269,0.397067,0.139231,0.030157,-0.002377,-0.002192,0.000931,0.408434,0.025411,-0.124359,0.051123,0.0,0.0,-0.028406,0.041489,-0.154034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.070624,0.029913,-0.029913,0.070624,-0.0143,0.115567,0.051947,-0.051947,-0.115567,0.0143,-0.134213,0.291835,0.134213,0.184702,0.572046,-0.169933,0.002277,0.0,0.003086,0.0,-0.093003,0.039392,-0.039392,0.093003,-0.018831,0.152188,0.068407,-0.068407,-0.152188,0.018831,-0.824857,0.38431,0.824857,0.439326,0.454559,-0.308611,0.002277,0.0,0.003086,0.0
1.02,-0.000656,-0.03465,1.314062,0.021953,0.091596,-0.012691,0.00129,-0.201595,-0.149247,0.003621,0.004609,0.001382,0.996368,0.031934,0.224799,-0.309027,0.0,0.0,-0.040648,0.015978,-0.699491,0.37955,0.147421,0.028582,-0.0024,-0.002215,0.000938,0.413171,0.025611,-0.125509,0.067527,0.0,0.0,-0.028574,0.041316,-0.157503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.069728,0.029534,-0.029534,0.069728,-0.014119,0.114101,0.051288,-0.051288,-0.114101,0.014119,-0.154129,0.288132,0.154129,0.184981,0.560182,-0.157978,0.002278,0.0,0.003087,0.0,-0.091752,0.038862,-0.038862,0.091752,-0.018578,0.15014,0.067487,-0.067487,-0.15014,0.018578,-0.801924,0.37914,0.801924,0.444121,0.45947,-0.320388,0.002278,0.0,0.003087,0.0
1.03,-0.002352,-0.033182,1.325691,0.027362,0.094561,-0.010755,0.031976,-0.212183,-0.144169,0.003555,0.004779,0.001391,1.047764,0.030865,0.230039,-0.346176,0.0,0.0,-0.040828,0.013584,-0.751499,0.361711,0.153193,0.026755,-0.002417,-0.002232,0.000944,0.416692,0.025759,-0.126361,0.083487,0.0,0.0,-0.028698,0.041187,-0.1601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.069187,0.029304,-0.029304,0.069187,-0.014009,0.113215,0.050889,-0.050889,-0.113215,0.014009,-0.175677,0.285895,0.175677,0.186591,0.547035,-0.145291,0.002279,0.0,0.003088,0.0,-0.090122,0.038171,-0.038171,0.090122,-0.018248,0.147472,0.066288,-0.066288,-0.147472,0.018248,-0.776322,0.372402,0.776322,0.446492,0.461335,-0.321699,0.002279,0.0,0.003088,0.0
