time,pelvis_tz,pelvis_ty,pelvis_tx,pelvis_tilt,pelvis_list,pelvis_rotation,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r_translation3,knee_angle_r_translation2,knee_angle_r_translation1,knee_angle_r,knee_angle_r_rotation2,knee_angle_r_rotation3,ankle_angle_r,subtalar_angle_r,mtp_angle_r,knee_angle_r_beta_translation2,knee_angle_r_beta_translation1,knee_angle_r_beta_rotation1,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l_translation3,knee_angle_l_translation2,knee_angle_l_translation1,knee_angle_l,knee_angle_l_rotation2,knee_angle_l_rotation3,ankle_angle_l,subtalar_angle_l,mtp_angle_l,knee_angle_l_beta_translation2,knee_angle_l_beta_translation1,knee_angle_l_beta_rotation1,L5_S1_FE,L5_S1_LB,L5_S1_AR,T12_L1_FE,T12_L1_LB,T12_L1_AR,T1_head_neck_FE,T1_head_neck_LB,T1_head_neck_AR,sternoclavicular_r2_r,sternoclavicular_r3_r,unrotscap_r3_r,unrotscap_r2_r,acromioclavicular_r2_r,acromioclavicular_r3_r,acromioclavicular_r1_r,unrothum_r1_r,unrothum_r3_r,unrothum_r2_r,elv_angle_r,shoulder_elv_r,shoulder1_r2_r,shoulder_rot_r,elbow_flexion_r,pro_sup_r,deviation_r,flexion_r,wrist_hand_r1_r,wrist_hand_r3_r,sternoclavicular_r2_l,sternoclavicular_r3_l,unrotscap_r3_l,unrotscap_r2_l,acromioclavicular_r2_l,acromioclavicular_r3_l,acromioclavicular_r1_l,unrothum_r1_l,unrothum_r3_l,unrothum_r2_l,elv_angle_l,shoulder_elv_l,shoulder1_r2_l,shoulder_rot_l,elbow_flexion_l,pro_sup_l,deviation_l,flexion_l,wrist_hand_r1_l,wrist_hand_r3_l
1.04,-0.003814,-0.031655,1.337375,0.032288,0.096639,-0.011569,0.060978,-0.221664,-0.13908,0.003469,0.00493,0.001397,1.095024,0.029691,0.234435,-0.344337,0.0,0.0,-0.040864,0.011393,-0.799214,0.342652,0.15686,0.021644,-0.00242,-0.002235,0.000945,0.417364,0.025787,-0.126523,0.099977,0.0,0.0,-0.028722,0.041162,-0.160596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.068773,0.029129,-0.029129,0.068773,-0.013925,0.112538,0.050585,-0.050585,-0.112538,0.013925,-0.195495,0.284186,0.195495,0.187918,0.533677,-0.13704,0.002279,0.0,0.003089,0.0,-0.088438,0.037458,-0.037458,0.088438,-0.017907,0.144717,0.065049,-0.065049,-0.144717,0.017907,-0.747593,0.365446,0.747593,0.451413,0.463453,-0.321624,0.002279,0.0,0.003089,0.0
1.05,-0.005405,-0.029661,1.349339,0.036531,0.095237,-0.007958,0.087869,-0.225823,-0.140413,0.003367,0.005066,0.0014,1.139372,0.028437,0.238207,-0.306049,0.0,0.0,-0.040787,0.00935,-0.843822,0.321853,0.158072,0.022217,-0.002405,-0.00222,0.00094,0.414312,0.025659,-0.125786,0.111577,0.0,0.0,-0.028614,0.041274,-0.158344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.068403,0.028972,-0.028972,0.068403,-0.01385,0.111933,0.050313,-0.050313,-0.111933,0.01385,-0.20983,0.282658,0.20983,0.190959,0.519331,-0.130142,0.00228,0.0,0.00309,0.0,-0.086759,0.036747,-0.036747,0.086759,-0.017567,0.14197,0.063814,-0.063814,-0.14197,0.017567,-0.71805,0.358507,0.71805,0.457627,0.463916,-0.321888,0.00228,0.0,0.00309,0.0
1.06,-0.006711,-0.027763,1.360798,0.035026,0.091776,-0.009767,0.124162,-0.22599,-0.135687,0.003261,0.00518,0.001402,1.178113,0.027229,0.241233,-0.250265,0.0,0.0,-0.040632,0.007581,-0.882615,0.30791,0.155865,0.020573,-0.002392,-0.002207,0.000936,0.411579,0.025544,-0.125123,0.123424,0.0,0.0,-0.028518,0.041374,-0.156334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.068159,0.028869,-0.028869,0.068159,-0.013801,0.111534,0.050133,-0.050133,-0.111534,0.013801,-0.214439,0.281649,0.214439,0.199442,0.50393,-0.12912,0.00228,0.0,0.00309,0.0,-0.085003,0.036003,-0.036003,0.085003,-0.017211,0.139096,0.062523,-0.062523,-0.139096,0.017211,-0.702074,0.351252,0.702074,0.443608,0.472976,-0.323848,0.00228,0.0,0.00309,0.0
1.07,-0.007983,-0.025634,1.372204,0.033636,0.087506,-0.010598,0.159304,-0.223164,-0.130174,0.003171,0.005264,0.001403,1.207169,0.026259,0.243343,-0.204607,0.0,0.0,-0.040464,0.006265,-0.911587,0.291801,0.153047,0.021252,-0.002361,-0.002176,0.000926,0.405143,0.02527,-0.123555,0.133033,0.0,0.0,-0.028289,0.041608,-0.151638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.068474,0.029002,-0.029002,0.068474,-0.013865,0.112049,0.050365,-0.050365,-0.112049,0.013865,-0.217477,0.28295,0.217477,0.205968,0.491709,-0.128328,0.00228,0.0,0.00309,0.0,-0.082975,0.035144,-0.035144,0.082975,-0.016801,0.135778,0.061031,-0.061031,-0.135778,0.016801,-0.684928,0.342872,0.684928,0.434166,0.479722,-0.324756,0.00228,0.0,0.00309,0.0
1.08,-0.009034,-0.023553,1.383682,0.031286,0.084625,-0.014437,0.19568,-0.220768,-0.121178,0.003091,0.005331,0.001403,1.231147,0.025422,0.244985,-0.159112,0.0,0.0,-0.040291,0.005188,-0.93541,0.275762,0.150545,0.016878,-0.002316,-0.002132,0.000912,0.396187,0.024881,-0.121354,0.141053,0.0,0.0,-0.027967,0.041932,-0.145183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.068527,0.029025,-0.029025,0.068527,-0.013875,0.112136,0.050404,-0.050404,-0.112136,0.013875,-0.25638,0.28317,0.25638,0.199591,0.488321,-0.110473,0.002281,0.0,0.003091,0.0,-0.08145,0.034498,-0.034498,0.08145,-0.016492,0.133281,0.059909,-0.059909,-0.133281,0.016492,-0.624118,0.336567,0.624118,0.458216,0.474682,-0.319996,0.002281,0.0,0.003091,0.0
1.09,-0.00993,-0.021497,1.394966,0.029326,0.081211,-0.01747,0.231117,-0.215957,-0.112109,0.003026,0.005382,0.001403,1.249407,0.024763,0.246176,-0.120378,0.0,0.0,-0.040139,0.004372,-0.953496,0.259679,0.147845,0.015213,-0.002275,-0.002091,0.000899,0.387826,0.02451,-0.119278,0.150918,0.0,0.0,-0.027664,0.042231,-0.139242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.068826,0.029151,-0.029151,0.068826,-0.013936,0.112624,0.050624,-0.050624,-0.112624,0.013936,-0.278715,0.284403,0.278715,0.200737,0.48015,-0.102704,0.002281,0.0,0.003092,0.0,-0.079853,0.033822,-0.033822,0.079853,-0.016169,0.130669,0.058735,-0.058735,-0.130669,0.016169,-0.594352,0.32997,0.594352,0.456141,0.480898,-0.323229,0.002281,0.0,0.003092,0.0
1.1,-0.010582,-0.019343,1.406565,0.027711,0.078151,-0.020998,0.26378,-0.210644,-0.103884,0.002997,0.005403,0.001403,1.257431,0.024468,0.246684,-0.098931,0.0,0.0,-0.040067,0.004016,-0.961428,0.241342,0.145053,0.013105,-0.002218,-0.002036,0.000881,0.376551,0.023999,-0.116448,0.15706,0.0,0.0,-0.02725,0.04263,-0.131367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06948,0.029428,-0.029428,0.06948,-0.014068,0.113694,0.051105,-0.051105,-0.113694,0.014068,-0.286989,0.287104,0.286989,0.206937,0.469829,-0.098647,0.002282,0.0,0.003092,0.0,-0.07778,0.032944,-0.032944,0.07778,-0.015749,0.127276,0.05721,-0.05721,-0.127276,0.015749,-0.566171,0.321402,0.566171,0.448334,0.486728,-0.324243,0.002282,0.0,0.003092,0.0
1.11,-0.011333,-0.01735,1.417884,0.02642,0.0731,-0.022601,0.294512,-0.202342,-0.097977,0.002987,0.005411,0.001403,1.260059,0.024371,0.246848,-0.081072,0.0,0.0,-0.040043,0.003899,-0.964024,0.223694,0.14045,0.013242,-0.002169,-0.001988,0.000865,0.366983,0.023555,-0.114019,0.164849,0.0,0.0,-0.026895,0.042965,-0.124809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.069709,0.029525,-0.029525,0.069709,-0.014115,0.114069,0.051273,-0.051273,-0.114069,0.014115,-0.297214,0.288051,0.297214,0.211319,0.460598,-0.096733,0.002282,0.0,0.003092,0.0,-0.076269,0.032304,-0.032304,0.076269,-0.015443,0.124803,0.056098,-0.056098,-0.124803,0.015443,-0.539533,0.315158,0.539533,0.435958,0.496631,-0.325281,0.002282,0.0,0.003092,0.0
1.12,-0.01177,-0.015351,1.429291,0.025823,0.069388,-0.024751,0.321904,-0.194904,-0.092345,0.003,0.005401,0.001403,1.256573,0.0245,0.24663,-0.068673,0.0,0.0,-0.040075,0.004054,-0.960581,0.20332,0.136575,0.010534,-0.002098,-0.00192,0.000842,0.353279,0.022902,-0.110494,0.168907,0.0,0.0,-0.026379,0.043438,-0.11562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.070802,0.029988,-0.029988,0.070802,-0.014336,0.115858,0.052078,-0.052078,-0.115858,0.014336,-0.32667,0.29257,0.32667,0.207548,0.45911,-0.087948,0.002282,0.0,0.003092,0.0,-0.075181,0.031843,-0.031843,0.075181,-0.015223,0.123024,0.055298,-0.055298,-0.123024,0.015223,-0.492742,0.310665,0.492742,0.447638,0.504102,-0.320357,0.002282,0.0,0.003092,0.0
1.13,-0.012404,-0.013623,1.440542,0.023722,0.066064,-0.024927,0.349231,-0.18754,-0.087984,0.003034,0.005375,0.001403,1.24707,0.024848,0.246027,-0.063556,0.0,0.0,-0.04016,0.004477,-0.951184,0.18601,0.133668,0.009136,-0.002037,-0.001863,0.000822,0.341852,0.022342,-0.107514,0.172326,0.0,0.0,-0.025943,0.043826,-0.108147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.071649,0.030347,-0.030347,0.071649,-0.014507,0.117244,0.0527,-0.0527,-0.117244,0.014507,-0.360211,0.296069,0.360211,0.196931,0.460059,-0.07985,0.002282,0.0,0.003093,0.0,-0.073937,0.031316,-0.031316,0.073937,-0.014971,0.120988,0.054383,-0.054383,-0.120988,0.014971,-0.455147,0.305523,0.455147,0.449723,0.514055,-0.319407,0.002282,0.0,0.003093,0.0
1.14,-0.012993,-0.011986,1.451556,0.021889,0.061714,-0.024012,0.374095,-0.178908,-0.08555,0.003088,0.005333,0.001403,1.231946,0.025394,0.245038,-0.054068,0.0,0.0,-0.040285,0.005152,-0.936202,0.167673,0.130053,0.012335,-0.001967,-0.001797,0.000799,0.328651,0.021679,-0.104024,0.17634,0.0,0.0,-0.025433,0.044269,-0.099735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.072963,0.030904,-0.030904,0.072963,-0.014773,0.119394,0.053667,-0.053667,-0.119394,0.014773,-0.383752,0.301499,0.383752,0.193512,0.459441,-0.071276,0.002282,0.0,0.003093,0.0,-0.072552,0.03073,-0.03073,0.072552,-0.01469,0.118722,0.053364,-0.053364,-0.118722,0.01469,-0.418811,0.2998,0.418811,0.448619,0.524562,-0.316539,0.002282,0.0,0.003093,0.0
1.15,-0.013604,-0.009973,1.463042,0.025217,0.055894,-0.02165,0.388137,-0.169785,-0.087807,0.003165,0.005269,0.001403,1.208927,0.026199,0.243467,-0.031838,0.0,0.0,-0.040452,0.006186,-0.913336,0.141122,0.125397,0.018223,-0.001875,-0.001712,0.000769,0.311912,0.020814,-0.099526,0.180041,0.0,0.0,-0.024776,0.044818,-0.08942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07414,0.031402,-0.031402,0.07414,-0.015012,0.12132,0.054533,-0.054533,-0.12132,0.015012,-0.385246,0.306362,0.385246,0.193988,0.453799,-0.071234,0.002282,0.0,0.003093,0.0,-0.071673,0.030357,-0.030357,0.071673,-0.014512,0.117283,0.052718,-0.052718,-0.117283,0.014512,-0.409612,0.296168,0.409612,0.441402,0.543709,-0.316281,0.002282,0.0,0.003093,0.0
1.16,-0.014207,-0.009101,1.4741,0.021396,0.053098,-0.019486,0.411253,-0.163772,-0.088035,0.003245,0.005196,0.001402,1.183502,0.027053,0.241635,-0.0243,0.0,0.0,-0.040604,0.007336,-0.887997,0.126887,0.123395,0.017773,-0.00182,-0.00166,0.00075,0.301857,0.02028,-0.096786,0.183499,0.0,0.0,-0.024376,0.045142,-0.083419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075717,0.03207,-0.03207,0.075717,-0.015331,0.123901,0.055692,-0.055692,-0.123901,0.015331,-0.417926,0.312879,0.417926,0.194011,0.457817,-0.066647,0.002283,0.0,0.003094,0.0,-0.069902,0.029607,-0.029607,0.069902,-0.014154,0.114385,0.051415,-0.051415,-0.114385,0.014154,-0.35962,0.28885,0.35962,0.434959,0.548195,-0.316873,0.002283,0.0,0.003094,0.0
1.17,-0.014828,-0.007445,1.484895,0.023628,0.044072,-0.016142,0.4221,-0.154861,-0.098657,0.003343,0.005093,0.001401,1.148677,0.028156,0.238956,-0.007999,0.0,0.0,-0.040757,0.008924,-0.853156,0.10226,0.115068,0.025466,-0.001723,-0.001571,0.000716,0.284547,0.019338,-0.091998,0.186284,0.0,0.0,-0.023678,0.04569,-0.073442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076872,0.032559,-0.032559,0.076872,-0.015565,0.125791,0.056542,-0.056542,-0.125791,0.015565,-0.454092,0.317653,0.454092,0.179023,0.461734,-0.060649,0.002283,0.0,0.003094,0.0,-0.069649,0.0295,-0.0295,0.069649,-0.014103,0.113972,0.051229,-0.051229,-0.113972,0.014103,-0.31653,0.287806,0.31653,0.443278,0.562055,-0.315714,0.002283,0.0,0.003094,0.0
1.18,-0.015552,-0.006678,1.49585,0.023739,0.040157,-0.011018,0.436482,-0.148493,-0.102725,0.003427,0.004989,0.001399,1.114345,0.029162,0.236119,0.002194,0.0,0.0,-0.040844,0.010501,-0.818672,0.081945,0.112258,0.033769,-0.001648,-0.001503,0.00069,0.271312,0.018598,-0.088277,0.190492,0.0,0.0,-0.023137,0.046099,-0.066125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.078171,0.033109,-0.033109,0.078171,-0.015828,0.127916,0.057497,-0.057497,-0.127916,0.015828,-0.465432,0.323018,0.465432,0.178174,0.460993,-0.057475,0.002283,0.0,0.003094,0.0,-0.068769,0.029127,-0.029127,0.068769,-0.013924,0.112532,0.050582,-0.050582,-0.112532,0.013924,-0.296649,0.28417,0.296649,0.432199,0.580151,-0.316852,0.002283,0.0,0.003094,0.0
1.19,-0.016218,-0.006199,1.506753,0.023308,0.03511,-0.004425,0.448384,-0.140386,-0.108682,0.00351,0.004863,0.001395,1.073972,0.030236,0.232525,0.010659,0.0,0.0,-0.040863,0.012367,-0.777978,0.063429,0.107443,0.04046,-0.00158,-0.001441,0.000666,0.259403,0.017917,-0.084884,0.196624,0.0,0.0,-0.022645,0.046461,-0.059779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079703,0.033758,-0.033758,0.079703,-0.016138,0.130423,0.058624,-0.058624,-0.130423,0.016138,-0.492779,0.329349,0.492779,0.168375,0.465459,-0.059678,0.002283,0.0,0.003094,0.0,-0.068528,0.029025,-0.029025,0.068528,-0.013875,0.112136,0.050404,-0.050404,-0.112136,0.013875,-0.260099,0.283171,0.260099,0.436723,0.594057,-0.317224,0.002283,0.0,0.003094,0.0
1.2,-0.016828,-0.005829,1.51778,0.023508,0.031277,0.002669,0.456995,-0.135581,-0.118289,0.003583,0.004717,0.001388,1.028612,0.031289,0.228143,0.016664,0.0,0.0,-0.040778,0.014475,-0.732128,0.044851,0.103829,0.049002,-0.001522,-0.001388,0.000646,0.249422,0.017336,-0.082008,0.201235,0.0,0.0,-0.022228,0.046758,-0.054637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.080824,0.034233,-0.034233,0.080824,-0.016365,0.132258,0.059449,-0.059449,-0.132258,0.016365,-0.494583,0.333984,0.494583,0.167779,0.462083,-0.060062,0.002283,0.0,0.003094,0.0,-0.068311,0.028933,-0.028933,0.068311,-0.013832,0.111782,0.050245,-0.050245,-0.111782,0.013832,-0.25218,0.282277,0.25218,0.430384,0.616842,-0.316889,0.002283,0.0,0.003094,0.0
1.21,-0.017482,-0.00561,1.528555,0.024706,0.027855,0.010185,0.463497,-0.131359,-0.128778,0.003636,0.004554,0.001379,0.979941,0.032228,0.223021,0.022893,0.0,0.0,-0.04056,0.016744,-0.68286,0.025986,0.100077,0.055257,-0.001467,-0.001339,0.000626,0.240036,0.016781,-0.079276,0.205091,0.0,0.0,-0.021833,0.047034,-0.049954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.082226,0.034827,-0.034827,0.082226,-0.016649,0.134552,0.06048,-0.06048,-0.134552,0.016649,-0.529477,0.339776,0.529477,0.159277,0.468186,-0.066246,0.002283,0.0,0.003094,0.0,-0.06805,0.028823,-0.028823,0.06805,-0.013779,0.111355,0.050053,-0.050053,-0.111355,0.013779,-0.211849,0.281198,0.211849,0.430377,0.631695,-0.32599,0.002283,0.0,0.003094,0.0
1.22,-0.018028,-0.005817,1.539596,0.023725,0.024381,0.018297,0.468843,-0.127172,-0.14029,0.003663,0.00437,0.001365,0.927135,0.033007,0.216951,0.029402,0.0,0.0,-0.040174,0.019205,-0.629454,0.009165,0.09602,0.063232,-0.001412,-0.001289,0.000606,0.230618,0.016216,-0.076508,0.210328,0.0,0.0,-0.021434,0.047306,-0.045405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.083262,0.035266,-0.035266,0.083262,-0.016859,0.136247,0.061242,-0.061242,-0.136247,0.016859,-0.530634,0.344057,0.530634,0.158526,0.464643,-0.066673,0.002283,0.0,0.003094,0.0,-0.067986,0.028796,-0.028796,0.067986,-0.013766,0.11125,0.050006,-0.050006,-0.11125,0.013766,-0.205029,0.280933,0.205029,0.42471,0.653692,-0.325429,0.002283,0.0,0.003094,0.0
1.23,-0.018439,-0.005968,1.550579,0.026535,0.022858,0.02599,0.469675,-0.125133,-0.152951,0.003659,0.00417,0.001346,0.871901,0.033541,0.210007,0.034246,0.0,0.0,-0.039605,0.021771,-0.573818,-0.01166,0.093458,0.06841,-0.001358,-0.001241,0.000586,0.221494,0.015661,-0.073801,0.215107,0.0,0.0,-0.021044,0.047565,-0.041144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.084384,0.035741,-0.035741,0.084384,-0.017086,0.138082,0.062067,-0.062067,-0.138082,0.017086,-0.559459,0.348691,0.559459,0.152662,0.469853,-0.06779,0.002283,0.0,0.003094,0.0,-0.067865,0.028744,-0.028744,0.067865,-0.013741,0.111051,0.049917,-0.049917,-0.111051,0.013741,-0.172507,0.280431,0.172507,0.420311,0.668674,-0.333218,0.002283,0.0,0.003094,0.0
1.24,-0.018649,-0.006482,1.56179,0.027402,0.022909,0.03215,0.470782,-0.123973,-0.16508,0.003618,0.00395,0.00132,0.81325,0.033777,0.201942,0.039134,0.0,0.0,-0.038814,0.024474,-0.515242,-0.031018,0.092383,0.072794,-0.001298,-0.001187,0.000564,0.211493,0.015043,-0.070804,0.218026,0.0,0.0,-0.020613,0.047844,-0.036642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08541,0.036176,-0.036176,0.08541,-0.017294,0.139762,0.062822,-0.062822,-0.139762,0.017294,-0.560312,0.352932,0.560312,0.151275,0.466288,-0.06833,0.002283,0.0,0.003094,0.0,-0.067833,0.028731,-0.028731,0.067833,-0.013735,0.111,0.049894,-0.049894,-0.111,0.013735,-0.166324,0.280301,0.166324,0.415404,0.691504,-0.332626,0.002283,0.0,0.003094,0.0
1.25,-0.018962,-0.007188,1.573024,0.026459,0.021651,0.039239,0.47101,-0.121402,-0.179434,0.003529,0.003697,0.001285,0.748599,0.033629,0.192188,0.047453,0.0,0.0,-0.037724,0.027413,-0.451627,-0.048086,0.089676,0.076965,-0.001242,-0.001137,0.000543,0.202086,0.014453,-0.067957,0.223532,0.0,0.0,-0.020205,0.048102,-0.032572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08604,0.036443,-0.036443,0.08604,-0.017421,0.140794,0.063286,-0.063286,-0.140794,0.017421,-0.576795,0.355538,0.576795,0.148954,0.466512,-0.06982,0.002283,0.0,0.003094,0.0,-0.068006,0.028804,-0.028804,0.068006,-0.01377,0.111283,0.050021,-0.050021,-0.111283,0.01377,-0.146967,0.281017,0.146967,0.410409,0.70992,-0.338192,0.002283,0.0,0.003094,0.0
1.26,-0.019181,-0.008263,1.584234,0.02359,0.021715,0.045069,0.473082,-0.118423,-0.188979,0.003398,0.003436,0.001241,0.68459,0.033045,0.181601,0.047089,0.0,0.0,-0.036421,0.030265,-0.39007,-0.062072,0.088586,0.081181,-0.001195,-0.001095,0.000525,0.194328,0.013961,-0.065589,0.229049,0.0,0.0,-0.019866,0.048311,-0.029337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.086832,0.036778,-0.036778,0.086832,-0.017582,0.142089,0.063868,-0.063868,-0.142089,0.017582,-0.578467,0.358808,0.578467,0.14815,0.462538,-0.070247,0.002283,0.0,0.003094,0.0,-0.068081,0.028836,-0.028836,0.068081,-0.013785,0.111405,0.050076,-0.050076,-0.111405,0.013785,-0.141188,0.281325,0.141188,0.407048,0.728406,-0.337731,0.002283,0.0,0.003094,0.0
1.27,-0.019077,-0.009406,1.595942,0.020037,0.022355,0.049245,0.472933,-0.115147,-0.200061,0.003206,0.003139,0.001182,0.614599,0.031898,0.168918,0.046345,0.0,0.0,-0.034749,0.033297,-0.324981,-0.076639,0.087863,0.081982,-0.001138,-0.001044,0.000503,0.184874,0.013354,-0.062677,0.232124,0.0,0.0,-0.019451,0.048562,-0.025546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.087415,0.037025,-0.037025,0.087415,-0.0177,0.143043,0.064297,-0.064297,-0.143043,0.0177,-0.60564,0.361217,0.60564,0.136311,0.467322,-0.076025,0.002283,0.0,0.003095,0.0,-0.06855,0.029035,-0.029035,0.06855,-0.01388,0.112174,0.050421,-0.050421,-0.112174,0.01388,-0.107773,0.283265,0.107773,0.41322,0.74203,-0.352845,0.002283,0.0,0.003095,0.0
1.28,-0.019279,-0.010998,1.607223,0.015016,0.022122,0.056377,0.474022,-0.111979,-0.212926,0.002966,0.002829,0.00111,0.54451,0.030213,0.15501,0.043238,0.0,0.0,-0.032823,0.036221,-0.262843,-0.086338,0.085978,0.084515,-0.001114,-0.001022,0.000494,0.180869,0.013095,-0.061436,0.241167,0.0,0.0,-0.019274,0.048667,-0.023991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.087898,0.037229,-0.037229,0.087898,-0.017798,0.143833,0.064652,-0.064652,-0.143833,0.017798,-0.608468,0.363214,0.608468,0.136689,0.463878,-0.076562,0.002283,0.0,0.003095,0.0,-0.068339,0.028945,-0.028945,0.068339,-0.013837,0.111827,0.050265,-0.050265,-0.111827,0.013837,-0.100752,0.28239,0.100752,0.406276,0.76185,-0.353423,0.002283,0.0,0.003095,0.0
1.29,-0.019298,-0.012912,1.618937,0.008557,0.022328,0.061213,0.475414,-0.107735,-0.222975,0.002677,0.002502,0.001024,0.473479,0.027956,0.139627,0.036054,0.0,0.0,-0.030625,0.039046,-0.203814,-0.094798,0.084739,0.085258,-0.00109,-0.001001,0.000485,0.176984,0.012841,-0.060226,0.24779,0.0,0.0,-0.019102,0.048768,-0.022512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.088434,0.037456,-0.037456,0.088434,-0.017906,0.14471,0.065046,-0.065046,-0.14471,0.017906,-0.609019,0.365427,0.609019,0.136069,0.460758,-0.076806,0.002283,0.0,0.003095,0.0,-0.068348,0.028949,-0.028949,0.068348,-0.013839,0.111842,0.050272,-0.050272,-0.111842,0.013839,-0.095573,0.282428,0.095573,0.402958,0.780663,-0.352608,0.002283,0.0,0.003095,0.0
1.3,-0.018957,-0.01474,1.630638,0.004148,0.022941,0.063305,0.474144,-0.101252,-0.229069,0.002339,0.002154,0.000919,0.400689,0.025078,0.122463,0.019485,0.0,0.0,-0.028129,0.04177,-0.148416,-0.104994,0.083572,0.079887,-0.001072,-0.000986,0.000478,0.174106,0.012653,-0.059327,0.255339,0.0,0.0,-0.018974,0.048842,-0.021435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.088896,0.037652,-0.037652,0.088896,-0.018,0.145467,0.065386,-0.065386,-0.145467,0.018,-0.628481,0.367338,0.628481,0.125753,0.461305,-0.075099,0.002284,0.0,0.003095,0.0,-0.068654,0.029079,-0.029079,0.068654,-0.013901,0.112344,0.050498,-0.050498,-0.112344,0.013901,-0.069036,0.283695,0.069036,0.408453,0.792302,-0.363987,0.002284,0.0,0.003095,0.0
1.31,-0.018575,-0.016832,1.642473,-0.001822,0.023716,0.066903,0.474192,-0.095487,-0.233081,0.001986,0.001815,0.000806,0.332293,0.021864,0.104992,0.009191,0.0,0.0,-0.025574,0.044147,-0.102032,-0.112128,0.082413,0.076486,-0.001073,-0.000986,0.000478,0.174154,0.012656,-0.059342,0.265115,0.0,0.0,-0.018976,0.04884,-0.021453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08941,0.03787,-0.03787,0.08941,-0.018104,0.146308,0.065764,-0.065764,-0.146308,0.018104,-0.629022,0.369462,0.629022,0.125439,0.457813,-0.07532,0.002284,0.0,0.003095,0.0,-0.068551,0.029035,-0.029035,0.068551,-0.01388,0.112175,0.050422,-0.050422,-0.112175,0.01388,-0.065021,0.283268,0.065021,0.406525,0.807955,-0.363171,0.002284,0.0,0.003095,0.0
1.32,-0.01805,-0.018998,1.654721,-0.005015,0.024386,0.067368,0.471402,-0.088038,-0.235472,0.001621,0.001478,0.000681,0.266552,0.018328,0.086926,0.003039,0.0,0.0,-0.022941,0.046245,-0.063561,-0.123728,0.081448,0.070286,-0.001061,-0.000975,0.000473,0.172235,0.01253,-0.058742,0.272209,0.0,0.0,-0.018891,0.04889,-0.020744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.089317,0.03783,-0.03783,0.089317,-0.018085,0.146155,0.065695,-0.065695,-0.146155,0.018085,-0.629693,0.369075,0.629693,0.126264,0.453658,-0.075421,0.002284,0.0,0.003095,0.0,-0.06866,0.029081,-0.029081,0.06866,-0.013902,0.112352,0.050501,-0.050501,-0.112352,0.013902,-0.059268,0.283716,0.059268,0.402215,0.8239,-0.362832,0.002284,0.0,0.003095,0.0
